dep_airport,arr_airport,dep_date_time,fuel_gallons,tail_number,celebrity_id,celebrity_name
HPN,BFI,5/15/24,3100,N194WM,2,Bill Gates
ADS,BFI,5/21/24,2000,N194WM,2,Bill Gates
BFI,ADS,5/21/24,1900,N194WM,2,Bill Gates
BFI,DCA,5/23/24,3500,N194WM,2,Bill Gates
DCA,PGA,5/25/24,2000,N194WM,2,Bill Gates
PGA,BFI,5/28/24,1200,N194WM,2,Bill Gates
ISP,LAN,6/30/23,680,N1969C,38,P. Diddy
NTD,HSH,8/19/23,350,N1969C,38,P. Diddy
HSH,VNY,8/23/23,340,N1969C,38,P. Diddy
PSP,MGE,8/25/23,1600,N1969C,38,P. Diddy
VNY,PSP,8/25/23,200,N1969C,38,P. Diddy
MGE,WJF,8/28/23,1500,N1969C,38,P. Diddy
MOT,MRS,8/30/23,3700,N1969C,38,P. Diddy
WJF,MOT,8/30/23,920,N1969C,38,P. Diddy
BGR,SNA,9/4/23,1900,N1969C,38,P. Diddy
MRS,BGR,9/4/23,2400,N1969C,38,P. Diddy
SNA,TEB,9/5/23,1900,N1969C,38,P. Diddy
IAD,MGE,9/21/23,380,N1969C,38,P. Diddy
TEB,IAD,9/21/23,300,N1969C,38,P. Diddy
LGC,VNY,9/24/23,1500,N1969C,38,P. Diddy
MGE,LGC,9/24/23,220,N1969C,38,P. Diddy
VNY,OPF,10/5/23,1700,N1969C,38,P. Diddy
OPF,MSP,10/7/23,1000,N1969C,38,P. Diddy
MSP,OPF,10/8/23,990,N1969C,38,P. Diddy
OPF,VNY,10/11/23,1800,N1969C,38,P. Diddy
VNY,TRM,10/12/23,1000,N1969C,38,P. Diddy
OPF,YIP,10/13/23,790,N1969C,38,P. Diddy
YIP,OPF,10/14/23,890,N1969C,38,P. Diddy
DAG,VNY,10/15/23,190,N1969C,38,P. Diddy
OPF,DAG,10/15/23,1500,N1969C,38,P. Diddy
IAD,OPF,10/20/23,730,N1969C,38,P. Diddy
VNY,IAD,10/20/23,1600,N1969C,38,P. Diddy
OPF,VNY,10/25/23,1700,N1969C,38,P. Diddy
VNY,NRT,11/5/23,3700,N1969C,38,P. Diddy
BUR,CLW,11/15/23,1400,N1969C,38,P. Diddy
VNY,TUS,11/15/23,580,N1969C,38,P. Diddy
CLW,WJF,11/17/23,1500,N1969C,38,P. Diddy
WJF,ITO,11/19/23,1900,N1969C,38,P. Diddy
ITO,KOA,11/25/23,270,N1969C,38,P. Diddy
KOA,VNY,11/26/23,2100,N1969C,38,P. Diddy
OAR,FAT,12/10/23,190,N1969C,38,P. Diddy
FAT,VNY,12/11/23,220,N1969C,38,P. Diddy
LAS,VNY,12/14/23,250,N1969C,38,P. Diddy
VNY,LAS,12/14/23,270,N1969C,38,P. Diddy
VNY,OGG,12/17/23,1900,N1969C,38,P. Diddy
OGG,VNY,12/19/23,1800,N1969C,38,P. Diddy
VNY,SAN,1/1/24,210,N1969C,38,P. Diddy
SAN,SNA,1/3/24,290,N1969C,38,P. Diddy
SNA,ATL,1/17/24,1400,N1969C,38,P. Diddy
ATL,ILN,1/27/24,370,N1969C,38,P. Diddy
ILN,MMU,1/28/24,370,N1969C,38,P. Diddy
MMU,WJF,1/28/24,1700,N1969C,38,P. Diddy
WJF,HSH,2/2/24,420,N1969C,38,P. Diddy
GJT,AIV,2/7/24,830,N1969C,38,P. Diddy
HSH,GJT,2/7/24,360,N1969C,38,P. Diddy
AIV,AZO,2/9/24,520,N1969C,38,P. Diddy
AZO,BTR,2/13/24,750,N1969C,38,P. Diddy
BTR,VNY,2/13/24,1500,N1969C,38,P. Diddy
VNY,LVS,2/14/24,680,N1969C,38,P. Diddy
LVS,RUI,2/15/24,400,N1969C,38,P. Diddy
RUI,BNG,2/15/24,490,N1969C,38,P. Diddy
BNG,VNY,2/17/24,710,N1969C,38,P. Diddy
VNY,PMD,2/17/24,300,N1969C,38,P. Diddy
PMD,BDG,2/19/24,410,N1969C,38,P. Diddy
VNY,HWO,2/19/24,2700,N1969C,38,P. Diddy
DAG,VNY,2/24/24,440,N1969C,38,P. Diddy
GCN,DAG,2/24/24,340,N1969C,38,P. Diddy
VNY,LAS,2/25/24,360,N1969C,38,P. Diddy
LAS,BIM,2/26/24,1600,N1969C,38,P. Diddy
ARA,VNY,2/28/24,1200,N1969C,38,P. Diddy
PHX,OAK,2/29/24,520,N1969C,38,P. Diddy
VNY,PHX,2/29/24,380,N1969C,38,P. Diddy
LFK,EIS,3/6/24,1700,N1969C,38,P. Diddy
OAK,LFK,3/6/24,1200,N1969C,38,P. Diddy
EIS,EIS,3/10/24,940,N1969C,38,P. Diddy
VNC,HVE,3/10/24,1200,N1969C,38,P. Diddy
HVE,SZP,3/11/24,400,N1969C,38,P. Diddy
SZP,BBD,3/16/24,990,N1969C,38,P. Diddy
LGA,DXR,3/19/24,220,N1969C,38,P. Diddy
OCH,FEP,3/19/24,1000,N1969C,38,P. Diddy
FEP,PMD,3/21/24,1200,N1969C,38,P. Diddy
EDW,YKF,3/24/24,1600,N1969C,38,P. Diddy
MOD,UDD,3/25/24,340,N1969C,38,P. Diddy
BNA,BYS,3/30/24,1200,N1969C,38,P. Diddy
LCH,XCM,3/30/24,540,N1969C,38,P. Diddy
VNY,HNM,4/3/24,2200,N1969C,38,P. Diddy
HNM,FTW,4/6/24,3200,N1969C,38,P. Diddy
FTW,PGA,4/8/24,570,N1969C,38,P. Diddy
PGA,VNY,4/9/24,370,N1969C,38,P. Diddy
VNY,YVR,4/11/24,810,N1969C,38,P. Diddy
BTF,VNY,4/12/24,540,N1969C,38,P. Diddy
MYL,BTF,4/12/24,410,N1969C,38,P. Diddy
YVR,YYZ,4/12/24,360,N1969C,38,P. Diddy
FRM,LWL,4/26/24,780,N1969C,38,P. Diddy
SJC,FRM,4/26/24,1100,N1969C,38,P. Diddy
SJC,MCI,5/8/24,1300,N1969C,38,P. Diddy
VNY,SJC,5/8/24,410,N1969C,38,P. Diddy
MCI,SJC,5/11/24,1100,N1969C,38,P. Diddy
SJC,VNY,5/11/24,480,N1969C,38,P. Diddy
VNY,OPF,5/14/24,1600,N1969C,38,P. Diddy
OPF,VNY,5/15/24,1600,N1969C,38,P. Diddy
VNY,TEB,5/22/24,1800,N1969C,38,P. Diddy
SJC,FLR,5/24/24,4200,N1969C,38,P. Diddy
VNY,SJC,5/24/24,360,N1969C,38,P. Diddy
SJC,FLL,5/28/24,1900,N1969C,38,P. Diddy
CMA,TEB,5/29/23,2900,N1980K,24,Kim Kardashian
TEB,CMA,6/2/23,2400,N1980K,24,Kim Kardashian
CMA,SXF,6/6/23,5600,N1980K,24,Kim Kardashian
SXF,CMA,6/7/23,5600,N1980K,24,Kim Kardashian
CMA,VNY,6/12/23,380,N1980K,24,Kim Kardashian
VNY,TEB,6/17/23,2700,N1980K,24,Kim Kardashian
TEB,LBG,6/20/23,3400,N1980K,24,Kim Kardashian
LBG,TEB,6/21/23,4500,N1980K,24,Kim Kardashian
TEB,CMA,6/24/23,2800,N1980K,24,Kim Kardashian
CMA,FTW,6/26/23,1300,N1980K,24,Kim Kardashian
FTW,CMA,6/30/23,1600,N1980K,24,Kim Kardashian
CMA,COE,7/2/23,1100,N1980K,24,Kim Kardashian
COE,TEB,7/3/23,3600,N1980K,24,Kim Kardashian
TEB,FOK,7/3/23,500,N1980K,24,Kim Kardashian
FOK,COE,7/4/23,2200,N1980K,24,Kim Kardashian
COE,CMA,7/7/23,1300,N1980K,24,Kim Kardashian
CMA,COE,7/8/23,1100,N1980K,24,Kim Kardashian
COE,LAX,7/8/23,1100,N1980K,24,Kim Kardashian
BRI,QLT,7/10/23,5200,N1980K,24,Kim Kardashian
OPF,TEB,7/11/23,1000,N1980K,24,Kim Kardashian
TEB,CMA,7/13/23,3700,N1980K,24,Kim Kardashian
CMA,OPF,7/21/23,2600,N1980K,24,Kim Kardashian
OPF,CMA,7/22/23,2900,N1980K,24,Kim Kardashian
CMA,NRT,7/23/23,5100,N1980K,24,Kim Kardashian
NRT,KIX,7/25/23,400,N1980K,24,Kim Kardashian
KIX,SAN,7/26/23,5600,N1980K,24,Kim Kardashian
SAN,CMA,7/26/23,490,N1980K,24,Kim Kardashian
CMA,VNY,7/27/23,370,N1980K,24,Kim Kardashian
LAX,NAP,7/31/23,6100,N1980K,24,Kim Kardashian
VNY,LAX,7/31/23,370,N1980K,24,Kim Kardashian
NAP,QLT,8/1/23,480,N1980K,24,Kim Kardashian
CTA,QLT,8/6/23,560,N1980K,24,Kim Kardashian
DBV,DBV,8/6/23,520,N1980K,24,Kim Kardashian
GOA,QLT,8/6/23,5700,N1980K,24,Kim Kardashian
CMA,COE,8/8/23,1200,N1980K,24,Kim Kardashian
COE,CMA,8/12/23,1100,N1980K,24,Kim Kardashian
CMA,PBI,8/16/23,2400,N1980K,24,Kim Kardashian
PBI,CMA,8/17/23,3800,N1980K,24,Kim Kardashian
CMA,COE,8/18/23,860,N1980K,24,Kim Kardashian
COE,CMA,8/18/23,1000,N1980K,24,Kim Kardashian
CMA,NRT,8/20/23,4700,N1980K,24,Kim Kardashian
NRT,KIX,8/24/23,480,N1980K,24,Kim Kardashian
KIX,CMA,8/26/23,5300,N1980K,24,Kim Kardashian
CMA,ATL,9/1/23,1900,N1980K,24,Kim Kardashian
ATL,SAV,9/3/23,660,N1980K,24,Kim Kardashian
SAV,CMA,9/3/23,1900,N1980K,24,Kim Kardashian
CMA,TEB,9/11/23,3100,N1980K,24,Kim Kardashian
TEB,CMA,9/13/23,2300,N1980K,24,Kim Kardashian
CMA,TEB,9/28/23,3000,N1980K,24,Kim Kardashian
TEB,CDG,9/28/23,3400,N1980K,24,Kim Kardashian
CDG,ACY,9/30/23,3500,N1980K,24,Kim Kardashian
CMA,SAV,10/3/23,2300,N1980K,24,Kim Kardashian
TEB,CMA,10/3/23,2700,N1980K,24,Kim Kardashian
SAV,CMA,10/24/23,3800,N1980K,24,Kim Kardashian
CMA,VNY,12/13/23,370,N1980K,24,Kim Kardashian
LAS,CMA,12/14/23,430,N1980K,24,Kim Kardashian
VNY,LAS,12/14/23,440,N1980K,24,Kim Kardashian
CMA,LAS,12/15/23,380,N1980K,24,Kim Kardashian
LAS,CMA,12/15/23,470,N1980K,24,Kim Kardashian
CMA,TEB,12/26/23,2300,N1980K,24,Kim Kardashian
TEB,CMA,12/29/23,2300,N1980K,24,Kim Kardashian
CMA,SLC,12/30/23,630,N1980K,24,Kim Kardashian
SLC,CMA,1/2/24,800,N1980K,24,Kim Kardashian
CMA,TEB,1/7/24,2400,N1980K,24,Kim Kardashian
TEB,CMA,1/13/24,2600,N1980K,24,Kim Kardashian
CMA,MSY,1/24/24,1600,N1980K,24,Kim Kardashian
CDG,CMA,1/25/24,5400,N1980K,24,Kim Kardashian
MSY,CDG,1/25/24,4500,N1980K,24,Kim Kardashian
CMA,CDG,1/27/24,5300,N1980K,24,Kim Kardashian
CDG,VNY,1/28/24,5400,N1980K,24,Kim Kardashian
VNY,CMA,1/28/24,410,N1980K,24,Kim Kardashian
CMA,VNY,1/29/24,400,N1980K,24,Kim Kardashian
VNY,CMA,2/1/24,410,N1980K,24,Kim Kardashian
CMA,VNY,2/9/24,400,N1980K,24,Kim Kardashian
MAE,VNY,2/9/24,470,N1980K,24,Kim Kardashian
VNY,MAE,2/9/24,520,N1980K,24,Kim Kardashian
VNY,LAS,2/10/24,440,N1980K,24,Kim Kardashian
CMA,PHX,2/12/24,440,N1980K,24,Kim Kardashian
LAS,CMA,2/12/24,400,N1980K,24,Kim Kardashian
LAS,VNY,2/12/24,460,N1980K,24,Kim Kardashian
PHX,CMA,2/12/24,530,N1980K,24,Kim Kardashian
VNY,LAS,2/12/24,510,N1980K,24,Kim Kardashian
CMA,CDG,2/24/24,5400,N1980K,24,Kim Kardashian
CDG,VNY,2/26/24,5400,N1980K,24,Kim Kardashian
VNY,CMA,2/26/24,370,N1980K,24,Kim Kardashian
CMA,VNY,3/2/24,430,N1980K,24,Kim Kardashian
VNY,CDG,3/2/24,4800,N1980K,24,Kim Kardashian
CDG,CMA,3/4/24,5400,N1980K,24,Kim Kardashian
CMA,VNY,3/10/24,400,N1980K,24,Kim Kardashian
VNY,CMA,3/23/24,480,N1980K,24,Kim Kardashian
CMA,TRM,3/29/24,420,N1980K,24,Kim Kardashian
TRM,CMA,3/31/24,430,N1980K,24,Kim Kardashian
CMA,PLS,4/5/24,3100,N1980K,24,Kim Kardashian
PLS,CMA,4/7/24,2800,N1980K,24,Kim Kardashian
CMA,TEB,4/25/24,3200,N1980K,24,Kim Kardashian
TEB,IAD,4/25/24,520,N1980K,24,Kim Kardashian
IAD,CMA,4/26/24,2100,N1980K,24,Kim Kardashian
CMA,TEB,5/4/24,2300,N1980K,24,Kim Kardashian
TEB,CMA,5/5/24,2400,N1980K,24,Kim Kardashian
CMA,LAX,5/6/24,440,N1980K,24,Kim Kardashian
LAX,EWR,5/6/24,3300,N1980K,24,Kim Kardashian
HAM,EWR,5/8/24,3600,N1980K,24,Kim Kardashian
EWR,CMA,5/9/24,3000,N1980K,24,Kim Kardashian
CMA,TEB,5/13/24,3400,N1980K,24,Kim Kardashian
TEB,CMA,5/15/24,2400,N1980K,24,Kim Kardashian
CMA,TEB,5/25/24,3200,N1980K,24,Kim Kardashian
TEB,TRM,5/26/24,2600,N1980K,24,Kim Kardashian
TRM,VNY,5/27/24,710,N1980K,24,Kim Kardashian
GSO,EWR,6/10/23,8500,N1DC,19,Jerry Jones
SNN,SNN,6/10/23,41900,N1DC,19,Jerry Jones
EWR,MIA,6/12/23,15500,N1DC,19,Jerry Jones
MIA,EWR,6/13/23,13600,N1DC,19,Jerry Jones
EWR,PBI,6/14/23,13800,N1DC,19,Jerry Jones
PBI,EWR,6/23/23,11300,N1DC,19,Jerry Jones
EWR,DCA,6/24/23,7300,N1DC,19,Jerry Jones
DTW,EWR,6/25/23,10900,N1DC,19,Jerry Jones
EWR,BOS,6/27/23,3700,N1DC,19,Jerry Jones
EWR,TPA,6/28/23,11900,N1DC,19,Jerry Jones
FRA,MLI,6/29/23,56600,N1DC,19,Jerry Jones
BUR,ILG,6/30/23,25600,N1DC,19,Jerry Jones
ILG,GSP,7/1/23,8200,N1DC,19,Jerry Jones
EWR,OMA,7/7/23,15400,N1DC,19,Jerry Jones
OMA,LAS,7/7/23,12900,N1DC,19,Jerry Jones
LAS,LAX,7/8/23,4400,N1DC,19,Jerry Jones
LAX,EWR,7/9/23,23900,N1DC,19,Jerry Jones
EWR,PBI,7/10/23,11600,N1DC,19,Jerry Jones
PBI,EWR,7/14/23,13500,N1DC,19,Jerry Jones
EWR,PBI,7/15/23,13000,N1DC,19,Jerry Jones
PBI,EWR,7/16/23,13000,N1DC,19,Jerry Jones
AVL,EWR,7/21/23,8700,N1DC,19,Jerry Jones
EWR,AVL,7/21/23,9800,N1DC,19,Jerry Jones
EWR,MSY,7/25/23,16700,N1DC,19,Jerry Jones
MSY,EWR,7/25/23,14900,N1DC,19,Jerry Jones
PBI,EWR,7/25/23,12500,N1DC,19,Jerry Jones
DSM,EWR,7/28/23,14500,N1DC,19,Jerry Jones
EWR,DSM,7/28/23,13700,N1DC,19,Jerry Jones
PBI,LDJ,8/5/23,13000,N1DC,19,Jerry Jones
BOS,EWR,8/8/23,4000,N1DC,19,Jerry Jones
EWR,PBI,8/13/23,12900,N1DC,19,Jerry Jones
PBI,EWR,8/16/23,12400,N1DC,19,Jerry Jones
BNA,EWR,8/17/23,9700,N1DC,19,Jerry Jones
EWR,BNA,8/17/23,9500,N1DC,19,Jerry Jones
EWR,PBI,8/20/23,12700,N1DC,19,Jerry Jones
PBI,EWR,8/23/23,11000,N1DC,19,Jerry Jones
EWR,PBI,8/25/23,14500,N1DC,19,Jerry Jones
PBI,PHL,9/14/23,10100,N1DC,19,Jerry Jones
PHL,IAD,9/14/23,3300,N1DC,19,Jerry Jones
IAD,EWR,9/16/23,3600,N1DC,19,Jerry Jones
EWR,PBI,9/17/23,13600,N1DC,19,Jerry Jones
CHS,PBI,9/25/23,9700,N1DC,19,Jerry Jones
PBI,CHS,9/25/23,7500,N1DC,19,Jerry Jones
PBI,DTW,9/27/23,14800,N1DC,19,Jerry Jones
DTW,PBI,9/28/23,14900,N1DC,19,Jerry Jones
PBI,LAX,9/30/23,28700,N1DC,19,Jerry Jones
LAX,DSM,10/1/23,18700,N1DC,19,Jerry Jones
DAB,PBI,10/15/23,8300,N1DC,19,Jerry Jones
PBI,DSM,10/16/23,15000,N1DC,19,Jerry Jones
DSM,LGA,10/17/23,12100,N1DC,19,Jerry Jones
LGA,PBI,10/18/23,12700,N1DC,19,Jerry Jones
MHT,LGA,10/23/23,6600,N1DC,19,Jerry Jones
PBI,MHT,10/23/23,14300,N1DC,19,Jerry Jones
LGA,PBI,10/27/23,14400,N1DC,19,Jerry Jones
PBI,LAS,10/28/23,10300,N1DC,19,Jerry Jones
LAS,SUX,10/29/23,5800,N1DC,19,Jerry Jones
SUX,PBI,10/30/23,1900,N1DC,19,Jerry Jones
DAL,HOU,10/31/23,5800,N1DC,19,Jerry Jones
PBI,DAL,10/31/23,14000,N1DC,19,Jerry Jones
HOU,PBI,11/2/23,11300,N1DC,19,Jerry Jones
MCO,PBI,11/4/23,5900,N1DC,19,Jerry Jones
PBI,MCO,11/4/23,5300,N1DC,19,Jerry Jones
PBI,TPA,11/6/23,6600,N1DC,19,Jerry Jones
TPA,PBI,12/17/23,4200,N1DC,19,Jerry Jones
PBI,DSM,1/5/24,14800,N1DC,19,Jerry Jones
DSM,PBI,1/7/24,14400,N1DC,19,Jerry Jones
PBI,LGA,1/16/24,14200,N1DC,19,Jerry Jones
PBI,GKT,3/16/24,7800,N1DC,19,Jerry Jones
GKT,DAB,3/25/24,7000,N1DC,19,Jerry Jones
DAB,LDJ,3/26/24,9700,N1DC,19,Jerry Jones
LDJ,LLY,3/26/24,4400,N1DC,19,Jerry Jones
BWC,PSP,3/28/24,700,N1DC,19,Jerry Jones
LLY,OCE,3/28/24,8800,N1DC,19,Jerry Jones
SBY,MGY,4/2/24,8600,N1DC,19,Jerry Jones
ATL,ORL,4/10/24,6700,N1DC,19,Jerry Jones
LOU,ATL,4/10/24,6800,N1DC,19,Jerry Jones
ORL,PHK,4/11/24,67500,N1DC,19,Jerry Jones
BWI,TEB,4/13/24,370,N1DC,19,Jerry Jones
PHL,ABE,4/13/24,8100,N1DC,19,Jerry Jones
ABE,LGA,4/14/24,54600,N1DC,19,Jerry Jones
LGA,CLT,4/20/24,8900,N1DC,19,Jerry Jones
CLT,LGA,4/21/24,12100,N1DC,19,Jerry Jones
ISO,PBI,4/26/24,7500,N1DC,19,Jerry Jones
LGA,ISO,4/26/24,6700,N1DC,19,Jerry Jones
PBI,LGA,4/29/24,12300,N1DC,19,Jerry Jones
LGA,MKE,5/1/24,9000,N1DC,19,Jerry Jones
MKE,MBS,5/1/24,4500,N1DC,19,Jerry Jones
MBS,LGA,5/2/24,12400,N1DC,19,Jerry Jones
LGA,PBI,5/3/24,11800,N1DC,19,Jerry Jones
PBI,FLL,5/5/24,4400,N1DC,19,Jerry Jones
FLL,LGA,5/6/24,13100,N1DC,19,Jerry Jones
LGA,PBI,5/8/24,15000,N1DC,19,Jerry Jones
PBI,LGA,5/9/24,13900,N1DC,19,Jerry Jones
LGA,ACY,5/11/24,6300,N1DC,19,Jerry Jones
ACY,PBI,5/12/24,14800,N1DC,19,Jerry Jones
PBI,LGA,5/20/24,16600,N1DC,19,Jerry Jones
HOU,DAL,5/22/24,6300,N1DC,19,Jerry Jones
LGA,HOU,5/22/24,16900,N1DC,19,Jerry Jones
DAL,LGA,5/23/24,24100,N1DC,19,Jerry Jones
LGA,PBI,5/23/24,13200,N1DC,19,Jerry Jones
SBA,OGG,6/10/23,500,N1KE,40,Phil Knight
OGG,SBA,7/12/23,500,N1KE,40,Phil Knight
HLA,CPT,7/22/23,500,N1KE,40,Phil Knight
VVZ,VVZ,7/23/23,3300,N1KE,40,Phil Knight
MXP,QLT,7/27/23,380,N1KE,40,Phil Knight
NOC,SNN,7/29/23,170,N1KE,40,Phil Knight
BED,PHX,9/15/23,500,N1KE,40,Phil Knight
PHX,OMA,9/24/23,170,N1KE,40,Phil Knight
VBG,VNY,9/29/23,290,N1KE,40,Phil Knight
VNY,SBA,10/21/23,1500,N1KE,40,Phil Knight
OGG,SBA,12/16/23,2500,N1KE,40,Phil Knight
TEB,VBG,12/16/23,2400,N1KE,40,Phil Knight
VBG,OGG,12/17/23,2100,N1KE,40,Phil Knight
OGG,SBA,12/19/23,2500,N1KE,40,Phil Knight
PHX,SBA,12/19/23,580,N1KE,40,Phil Knight
SBA,PHX,12/20/23,440,N1KE,40,Phil Knight
TEX,SZN,1/2/24,770,N1KE,40,Phil Knight
SZN,OGG,1/3/24,2900,N1KE,40,Phil Knight
OGG,SZN,1/4/24,2500,N1KE,40,Phil Knight
BNA,CMH,7/2/23,280,N221DG,6,David Geffen
TEB,TTN,7/3/23,170,N221DG,6,David Geffen
BNA,CMA,7/13/23,1000,N221DG,6,David Geffen
CMA,BNA,7/16/23,1100,N221DG,6,David Geffen
BNA,DSM,7/22/23,290,N221DG,6,David Geffen
BNA,MKE,7/25/23,380,N221DG,6,David Geffen
MKE,BNA,7/26/23,500,N221DG,6,David Geffen
BNA,LNK,7/30/23,480,N221DG,6,David Geffen
LNK,BNA,8/1/23,430,N221DG,6,David Geffen
TLH,LNK,8/1/23,730,N221DG,6,David Geffen
BNA,SJU,8/14/23,950,N221DG,6,David Geffen
SJU,BNA,8/14/23,910,N221DG,6,David Geffen
BNA,EYW,9/1/23,500,N221DG,6,David Geffen
EYW,BNA,9/4/23,450,N221DG,6,David Geffen
BNA,BTV,9/16/23,580,N221DG,6,David Geffen
BTV,BOS,9/17/23,170,N221DG,6,David Geffen
BNA,KEF,9/22/23,1700,N221DG,6,David Geffen
BNA,BOS,9/23/23,610,N221DG,6,David Geffen
CLT,ATL,9/23/23,3400,N221DG,6,David Geffen
CPX,HOU,9/23/23,1300,N221DG,6,David Geffen
DET,BNA,9/23/23,420,N221DG,6,David Geffen
VCE,MXP,9/27/23,180,N221DG,6,David Geffen
MXP,QLT,9/30/23,880,N221DG,6,David Geffen
OXF,KEF,10/1/23,790,N221DG,6,David Geffen
KEF,KEF,10/2/23,1700,N221DG,6,David Geffen
BNA,CPX,10/22/23,1100,N221DG,6,David Geffen
CPX,ORD,10/25/23,1300,N221DG,6,David Geffen
ORD,BNA,10/27/23,380,N221DG,6,David Geffen
BNA,TYS,11/2/23,400,N221DG,6,David Geffen
TYS,BNA,11/16/23,320,N221DG,6,David Geffen
BNA,EYW,11/17/23,520,N221DG,6,David Geffen
EYW,BNA,11/20/23,480,N221DG,6,David Geffen
BNA,TYS,11/23/23,460,N221DG,6,David Geffen
TYS,BNA,11/24/23,280,N221DG,6,David Geffen
BNA,CMA,11/26/23,1000,N221DG,6,David Geffen
CMA,BNA,11/29/23,1300,N221DG,6,David Geffen
BNA,CPX,12/7/23,960,N221DG,6,David Geffen
CPX,BNA,12/11/23,1100,N221DG,6,David Geffen
OGG,BNA,12/18/23,2400,N221DG,6,David Geffen
BNA,TYS,12/20/23,190,N221DG,6,David Geffen
TYS,BNA,12/20/23,170,N221DG,6,David Geffen
BNA,TYS,12/22/23,160,N221DG,6,David Geffen
TYS,BNA,12/22/23,170,N221DG,6,David Geffen
BNA,EYW,12/29/23,510,N221DG,6,David Geffen
EYW,BNA,12/29/23,570,N221DG,6,David Geffen
TRM,BFI,1/4/24,880,N221DG,6,David Geffen
CMA,BNA,1/7/24,1200,N221DG,6,David Geffen
VNY,PHX,2/8/24,490,N221DG,6,David Geffen
GCK,BNA,2/14/24,600,N221DG,6,David Geffen
BNA,GUS,2/24/24,240,N221DG,6,David Geffen
GUS,JWN,2/25/24,370,N221DG,6,David Geffen
JWN,SHD,3/5/24,340,N221DG,6,David Geffen
SHD,CKB,3/5/24,410,N221DG,6,David Geffen
CKB,APF,3/11/24,540,N221DG,6,David Geffen
APF,WRB,3/12/24,360,N221DG,6,David Geffen
WRB,RCR,3/16/24,580,N221DG,6,David Geffen
BOW,CTY,3/17/24,430,N221DG,6,David Geffen
OKK,SBN,3/17/24,420,N221DG,6,David Geffen
SBN,MQY,3/31/24,290,N221DG,6,David Geffen
MQY,SDF,4/3/24,280,N221DG,6,David Geffen
SDF,BUR,4/10/24,1100,N221DG,6,David Geffen
BUR,BNA,4/12/24,1000,N221DG,6,David Geffen
BNA,TPA,4/16/24,350,N221DG,6,David Geffen
BNA,TPA,4/17/24,330,N221DG,6,David Geffen
TPA,BNA,4/17/24,300,N221DG,6,David Geffen
TPA,FXE,4/19/24,330,N221DG,6,David Geffen
BNA,RKH,4/26/24,370,N221DG,6,David Geffen
RKH,LSV,4/30/24,1100,N221DG,6,David Geffen
LSV,BNA,5/1/24,840,N221DG,6,David Geffen
BNA,TYS,5/2/24,240,N221DG,6,David Geffen
TYS,BNA,5/2/24,280,N221DG,6,David Geffen
BNA,MDW,5/3/24,300,N221DG,6,David Geffen
MDW,STP,5/3/24,360,N221DG,6,David Geffen
STP,BNA,5/5/24,720,N221DG,6,David Geffen
BNA,DWH,5/9/24,410,N221DG,6,David Geffen
ADS,GKY,5/10/24,260,N221DG,6,David Geffen
DWH,ADS,5/10/24,260,N221DG,6,David Geffen
GKY,BNA,5/12/24,510,N221DG,6,David Geffen
BNA,FLL,5/15/24,550,N221DG,6,David Geffen
FLL,BNA,5/16/24,480,N221DG,6,David Geffen
FLL,RYY,5/17/24,400,N221DG,6,David Geffen
RYY,MEM,5/19/24,320,N221DG,6,David Geffen
MEM,BWI,5/24/24,650,N221DG,6,David Geffen
BWI,MEM,5/26/24,750,N221DG,6,David Geffen
GOA,QLT,7/20/23,4300,N232G,45,Sergey Brin
OAR,VNY,8/29/23,330,N232G,45,Sergey Brin
SFO,VNY,9/7/23,360,N232G,45,Sergey Brin
VNY,SFO,9/7/23,340,N232G,45,Sergey Brin
VNY,ITM,9/17/23,4100,N232G,45,Sergey Brin
ITM,OAR,9/29/23,4000,N232G,45,Sergey Brin
LAS,TEB,10/11/23,1500,N232G,45,Sergey Brin
TEB,VNY,10/13/23,1600,N232G,45,Sergey Brin
VNY,LAS,10/26/23,220,N232G,45,Sergey Brin
LAS,VNY,10/30/23,430,N232G,45,Sergey Brin
SFO,VNY,11/10/23,380,N232G,45,Sergey Brin
VNY,TEB,11/13/23,2200,N232G,45,Sergey Brin
TEB,BOS,11/15/23,520,N232G,45,Sergey Brin
IAD,DAL,11/16/23,1200,N232G,45,Sergey Brin
TEB,VNY,11/18/23,1700,N232G,45,Sergey Brin
VNY,TEB,12/4/23,1900,N232G,45,Sergey Brin
TEB,VNY,12/8/23,1900,N232G,45,Sergey Brin
VNY,BOS,12/12/23,2100,N232G,45,Sergey Brin
BOS,VNY,12/13/23,2100,N232G,45,Sergey Brin
VNY,ZLO,12/23/23,1100,N232G,45,Sergey Brin
ZLO,TOA,12/27/23,1100,N232G,45,Sergey Brin
IAD,TEB,12/28/23,320,N232G,45,Sergey Brin
TOA,IAD,12/28/23,1800,N232G,45,Sergey Brin
TEB,VNY,1/3/24,1900,N232G,45,Sergey Brin
VNY,TEB,1/8/24,1900,N232G,45,Sergey Brin
TEB,VNY,1/11/24,2100,N232G,45,Sergey Brin
VNY,LAS,1/12/24,320,N232G,45,Sergey Brin
LAS,VNY,1/15/24,320,N232G,45,Sergey Brin
BFI,CLD,1/16/24,1100,N232G,45,Sergey Brin
VNY,ITO,1/16/24,1900,N232G,45,Sergey Brin
KOA,SZN,1/23/24,1800,N232G,45,Sergey Brin
CNY,OSU,1/25/24,2100,N232G,45,Sergey Brin
