airport_code,airport_name,latitude,longitude
KLBF,North Platte Regional Airport (Lee Bird Field),41.1262,-100.684
KLBL,Liberal Mid-America Regional Airport,37.0442,-100.96
KLBT,Lumberton Municipal Airport,34.6099,-79.0594
KLBX,Texas Gulf Coast Regional Airport,29.1086,-95.4621
KLCH,Lake Charles Regional Airport,30.1261,-93.2233
KLCI,Laconia Municipal Airport,43.5727,-71.4189
KLCK,Rickenbacker International Airport,39.8138,-82.9278
KLCQ,Lake City Gateway Airport,30.182,-82.5769
KLDJ,Linden Airport,40.6174,-74.2446
KLDM,Mason County Airport,43.9625,-86.4079
KLEB,Lebanon Municipal Airport,43.6261,-72.3042
KLEE,Leesburg International Airport,28.8231,-81.8087
KLEM,Lemmon Municipal Airport,45.9187,-102.106
KLEW,Auburn/Lewiston Municipal Airport,44.0485,-70.2835
KLEX,Blue Grass Airport,38.0365,-84.6059
KLFI,Langley Air Force Base,37.0829,-76.3605
KLFK,Angelina County Airport,31.234,-94.75
KLFT,Lafayette Regional Airport,30.2053,-91.9876
KLGA,LaGuardia Airport,40.775,-73.875
KLGB,Long Beach Airport,33.8177,-118.152
KLGC,LaGrange Callaway Airport,33.0089,-85.0726
KLGD,La Grande/Union County Airport,45.2902,-118.007
KLGF,Laguna Army Airfield,32.86,-114.397
KLGU,Logan-Cache Airport,41.7912,-111.852
KLHV,William T. Piper Memorial Airport,41.1356,-77.4223
KLHW,MidCoast Regional Airport at Wright Army Airfield,31.8891,-81.5623
KLHZ,Triangle North Executive Airport (Franklin County Airport),36.0233,-78.3303
KLIC,Limon Municipal Airport,39.2748,-103.666
KLIT,Clinton National Airport (Adams Field),34.7294,-92.2243
KLKP,Lake Placid Airport,44.2645,-73.9619
KLKU,Louisa County Airport (Freeman Field),38.0098,-77.9701
KLKV,Lake County Airport,42.1611,-120.399
KLLJ,Challis Airport,44.523,-114.218
KLMS,Louisville Winston County Airport,33.1462,-89.0625
KLMT,Klamath Falls Airport,42.1561,-121.733
KLNA,Palm Beach County Park Airport,26.593,-80.0851
KLND,Hunt Field,42.8152,-108.73
KLNK,Lincoln Airport,40.851,-96.7592
KLNN,Lost Nation Airport,41.684,-81.3897
KLNP,Lonesome Pine Airport,36.9875,-82.53
KLNR,Tri-County Regional Airport,43.2117,-90.1816
KLNS,Lancaster Airport,40.1217,-76.2961
KLOL,Derby Field,40.0664,-118.565
KLOM,Wings Field,40.1375,-75.2651
KLOT,Lewis University Airport,41.6073,-88.0962
KLOU,Bowman Field,38.228,-85.6637
KLOZ,London-Corbin Airport (Magee Field),37.0822,-84.0849
KLPC,Lompoc Airport,34.6656,-120.468
KLQK,Pickens County Airport,34.81,-82.7029
KLRD,Laredo International Airport,27.5438,-99.4616
KLRF,Little Rock Air Force Base,34.9169,-92.1497
KLRJ,Le Mars Municipal Airport,42.778,-96.1937
KLRU,Las Cruces International Airport,32.2894,-106.922
KLSB,Lordsburg Municipal Airport,32.3335,-108.692
KLSE,La Crosse Regional Airport,43.879,-91.2567
KLSF,Lawson Army Airfield,32.3373,-84.9913
KLSK,Lusk Municipal Airport,42.7538,-104.405
KLSN,Los Banos Municipal Airport,37.0629,-120.869
KLSV,Nellis Air Force Base,36.2362,-115.034
KLTS,Altus Air Force Base,34.6671,-99.2667
KLUF,Luke Air Force Base,33.535,-112.383
KLUK,Cincinnati Municipal Airport (Lunken Field),39.1033,-84.4186
KLUL,Hesler-Noble Field,31.6726,-89.1722
KLVK,Livermore Municipal Airport,37.6934,-121.82
KLVL,Lawrenceville/Brunswick Municipal Airport,36.7728,-77.7943
KLVM,Mission Field,45.6994,-110.448
KLVS,Las Vegas Municipal Airport,35.6542,-105.142
KLWB,Greenbrier Valley Airport,37.8583,-80.3995
KLWC,Lawrence Regional Airport,39.0112,-95.2166
KLWL,Wells Municipal Airport (Harriet Field),41.1171,-114.922
KLWM,Lawrence Municipal Airport,42.7172,-71.1234
KLWS,Lewiston-Nez Perce County Airport,46.3745,-117.015
KLWT,Lewistown Municipal Airport,47.0493,-109.467
KLWV,Lawrenceville-Vincennes International Airport,38.7643,-87.6055
KLXN,Jim Kelly Field,40.791,-99.7773
KLXV,Lake County Airport,39.2203,-106.317
KLYH,Lynchburg Regional Airport (Preston Glenn Field),37.3267,-79.2004
KLYO,Lyons-Rice County Municipal Airport,38.3428,-98.2269
KLZU,Gwinnett County Airport (Briscoe Field),33.9781,-83.9624
KMAC,Macon Downtown Airport,32.8221,-83.562
KMAE,Madera Municipal Airport,36.9886,-120.112
KMAF,Midland International Air and Space Port,31.9425,-102.202
KMAW,Malden Regional Airport,36.6006,-89.9922
KMBG,Mobridge Municipal Airport,45.5465,-100.408
KMBL,Manistee County Blacker Airport,44.2724,-86.2469
KMBO,Bruce Campbell Field,32.4387,-90.1031
KMBS,MBS International Airport,43.5329,-84.0796
KMBY,Omar N. Bradley Airport,39.4639,-92.427
KMCB,McComb-Pike County Airport (John E. Lewis Field),31.1785,-90.4719
KMCC,McClellan Airfield,38.6676,-121.401
KMCD,Mackinac Island Airport,45.8649,-84.6373
KMCE,Merced Regional Airport (MacReady Field),37.2847,-120.514
KMCF,MacDill Air Force Base,27.8493,-82.5212
KMCI,Kansas City International Airport,39.2976,-94.7139
KMCK,McCook Ben Nelson Regional Airport,40.2063,-100.592
KMCN,Middle Georgia Regional Airport,32.6928,-83.6492
KMCO,Orlando International Airport,28.4294,-81.309
KMCW,Mason City Municipal Airport,43.1578,-93.3313
KMDD,Midland Airpark,32.0365,-102.101
KMDH,Southern Illinois Airport,37.7781,-89.252
KMDS,Madison Municipal Airport,44.016,-97.0859
KMDT,Harrisburg International Airport,40.1935,-76.7634
KMDW,Chicago Midway International Airport,41.7861,-87.7525
KMDZ,Taylor County Airport,45.101,-90.3033
KMEB,Laurinburg-Maxton Airport,34.7919,-79.3658
KMEI,Meridian Regional Airport (Key Field),32.3326,-88.7519
KMEM,Memphis International Airport,35.0424,-89.9767
KMER,Castle Airport,37.3805,-120.568
KMEV,Minden-Tahoe Airport,39.0003,-119.751
KMFD,Mansfield Lahm Regional Airport,40.8214,-82.5166
KMFE,McAllen Miller International Airport,26.1758,-98.2386
KMFI,Marshfield Municipal Airport,44.6369,-90.1893
KMFR,Rogue Valley International-Medford Airport,42.3742,-122.873
KMFV,Accomack County Airport,37.6469,-75.7611
KMGC,Michigan City Municipal Airport,41.7033,-86.8212
KMGE,Dobbins Air Reserve Base,33.9154,-84.5163
KMGJ,Orange County Airport,41.51,-74.2646
KMGM,Montgomery Regional Airport (Dannelly Field),32.3006,-86.394
KMGR,Moultrie Municipal Airport,31.0849,-83.8033
KMGW,Morgantown Municipal Airport (Walter L. Bill Hart Field),39.6429,-79.9163
KMGY,Dayton-Wright Brothers Airport,39.589,-84.2249
KMHE,Mitchell Municipal Airport,43.7748,-98.0386
KMHK,Manhattan Regional Airport,39.141,-96.6708
KMHL,Marshall Memorial Municipal Airport,39.0958,-93.2029
KMHN,Hooker County Airport,42.0422,-101.059
KMHR,Sacramento Mather Airport,38.5539,-121.298
KMHT,Manchester-Boston Regional Airport,42.9326,-71.4357
KMHV,Mojave Air and Space Port,35.0594,-118.152
KMIA,Miami International Airport,25.7932,-80.2906
KMIB,Minot Air Force Base,48.4156,-101.358
KMIC,Crystal Airport,45.062,-93.3539
KMIE,Delaware County Regional Airport,40.2423,-85.3959
KMIO,Miami Municipal Airport,36.9092,-94.8875
KMIT,Shafter Airport (Minter Field),35.5074,-119.192
KMIV,Millville Municipal Airport,39.3678,-75.0722
KMIW,Marshalltown Municipal Airport,42.1128,-92.9178
KMJQ,Jackson Municipal Airport,43.65,-94.9867
KMJX,Robert J. Miller Air Park (Ocean County Airport),39.9275,-74.2924
KMKC,Charles B. Wheeler Downtown Airport,39.1232,-94.5928
KMKE,General Mitchell International Airport,42.9472,-87.8966
KMKG,Muskegon County Airport,43.1695,-86.2382
KMKL,McKellar-Sipes Regional Airport,35.5999,-88.9156
KMKO,Davis Field,35.6565,-95.3667
KMKT,Mankato Regional Airport,44.2216,-93.9187
KMKY,Marco Island Airport,25.995,-81.6725
KMLB,Orlando Melbourne International Airport,28.1028,-80.6453
KMLC,McAlester Regional Airport,34.8824,-95.7835
KMLD,Malad City Airport,42.1666,-112.297
KMLE,Millard Airport,41.195,-96.1148
KMLF,Milford Municipal Airport (Ben and Judy Briscoe Field),38.6097,-112.986
KMLI,Quad City International Airport,41.4485,-90.5075
KMLJ,Baldwin County Airport,33.1542,-83.2407
KMLS,Miles City Airport (Frank Wiley Field),46.428,-105.886
KMLT,Millinocket Municipal Airport,45.6478,-68.6856
KMLU,Monroe Regional Airport,32.5109,-92.0377
KMMH,Mammoth Yosemite Airport,37.6241,-118.838
KMMI,McMinn County Airport,35.3973,-84.5626
KMML,Southwest Minnesota Regional Airport (Marshall/Ryan Field),44.4505,-95.8219
KMMS,Selfs Airport,34.2315,-90.2896
KMMT,McEntire Joint National Guard Base,33.9208,-80.8013
KMMU,Morristown Municipal Airport,40.7994,-74.4149
KMNM,Menominee-Marinette Twin County Airport,45.1267,-87.6384
KMNN,Marion Municipal Airport,40.6162,-83.0635
KMOB,Mobile Regional Airport,30.6912,-88.2428
KMOD,Modesto City-County Airport (Harry Sham Field),37.6258,-120.954
KMOP,Mount Pleasant Municipal Airport,43.6217,-84.7375
KMOR,Morristown Regional Airport (Moore-Murrell Airport),36.1795,-83.3752
KMOT,Minot International Airport,48.2594,-101.28
KMOX,Morris Municipal Airport,45.5704,-95.9684
KMPI,Mariposa-Yosemite Airport,37.5109,-120.04
KMPJ,Petit Jean Park Airport,35.1389,-92.9092
KMPO,Pocono Mountains Municipal Airport,41.1375,-75.3789
KMPR,McPherson Airport,38.3524,-97.6913
KMPV,Edward F. Knapp State Airport,44.2035,-72.5623
KMPZ,Mount Pleasant Municipal Airport,40.9466,-91.5111
KMQB,Macomb Municipal Airport,40.5201,-90.6524
KMQI,Dare County Regional Airport,35.919,-75.6955
KMQS,Chester County G. O. Carlson Airport,39.979,-75.8655
KMQW,Telfair-Wheeler Airport,32.0946,-82.8822
KMQY,Smyrna Airport,36.009,-86.5201
KMRB,Eastern WV Regional Airport (Shepherd Field),39.4019,-77.9846
KMRC,Maury County Airport,35.5541,-87.1789
KMRF,Marfa Municipal Airport,30.3711,-104.018
KMRN,Foothills Regional Airport (was Morganton-Lenoir Airport),35.8202,-81.6114
KMRY,Monterey Regional Airport,36.587,-121.843
KMSL,Northwest Alabama Regional Airport,34.7453,-87.6102
KMSN,Dane County Regional Airport (Truax Field),43.1399,-89.3375
KMSO,Missoula International Airport,46.9163,-114.091
KMSP,Minneapolis-Saint Paul International Airport (Wold-Chamberlain Field),44.882,-93.2218
KMSS,Massena International Airport (Richards Field),44.9358,-74.8456
KMSV,Sullivan County International Airport,41.7016,-74.795
KMSY,Louis Armstrong New Orleans International Airport,29.9934,-90.258
KMTC,Selfridge Air National Guard Base,42.6135,-82.8369
KMTH,Florida Keys Marathon Airport,24.7261,-81.0514
KMTJ,Montrose Regional Airport,38.5098,-107.894
KMTN,Martin State Airport,39.3257,-76.4138
KMTO,Coles County Memorial Airport,39.4779,-88.2792
KMTP,Montauk Airport,41.0765,-71.9208
KMTW,Manitowoc County Airport,44.1288,-87.6806
KMUI,Muir Army Airfield,40.4348,-76.5694
KMUL,Spence Airport,31.1378,-83.7042
KMUO,Mountain Home Air Force Base,43.0436,-115.872
KMUT,Muscatine Municipal Airport,41.3678,-91.1482
KMVC,Monroe County Airport,31.458,-87.351
KMVE,Montevideo-Chippewa County Airport,44.9691,-95.7103
KMVL,Morrisville-Stowe State Airport,44.5346,-72.614
KMVN,Mount Vernon Airport,38.3219,-88.8535
KMVY,Martha's Vineyard Airport,41.3931,-70.6143
KMWA,Williamson County Regional Airport,37.755,-89.0111
KMWC,Lawrence J. Timmerman Airport,43.1104,-88.0344
KMWH,Grant County International Airport,47.2077,-119.32
KMWL,Mineral Wells Airport,32.7816,-98.0602
KMWM,Windom Municipal Airport,43.9134,-95.1094
KMWO,Middletown Regional Airport (Hook Field),39.531,-84.3953
KMXA,Manila Municipal Airport,35.8944,-90.1546
KMXF,Maxwell Air Force Base,32.3829,-86.3658
KMXO,Monticello Regional Airport,42.2263,-91.1635
KMYF,Montgomery Field Airport,32.8157,-117.14
KMYL,McCall Municipal Airport,44.8897,-116.101
KMYR,Myrtle Beach International Airport,33.6797,-78.9283
KMYV,Yuba County Airport,39.0978,-121.57
KMZJ,Pinal Airpark,32.5106,-111.328
KMZZ,Marion Municipal Airport,40.4899,-85.6797
KNBG,NAS JRB New Orleans (Alvin Callender Field),29.8253,-90.035
KNBJ,NOLF Barin,30.3891,-87.6353
KNDY,Naval Surface Warfare Center Dahlgren Division,38.3325,-77.0372
KNEL,NAES Lakehurst (Maxfield Field),40.0333,-74.3533
KNEN,NOLF Whitehouse,30.3539,-81.8719
KNEW,Lakefront Airport,30.0424,-90.0283
KNFL,NAS Fallon (Van Voorhis Field),39.4166,-118.701
KNFW,NAS Fort Worth JRB / Carswell Field,32.7692,-97.4415
KNGP,NAS Corpus Christi (Truax Field),27.6926,-97.2911
KNGU,NS Norfolk (Chambers Field),36.9376,-76.2893
KNGW,NOLF Cabaniss Field,27.7027,-97.4389
KNHK,NAS Patuxent River (Trapnell Field),38.286,-76.4118
KNIP,NAS Jacksonville (Towers Field),30.2358,-81.6806
KNJK,NAF El Centro,32.8292,-115.672
KNKX,MCAS Miramar,32.8684,-117.143
KNLC,NAS Lemoore (Reeves Field),36.333,-119.952
KNPA,NAS Pensacola (Forrest Sherman Field),30.3527,-87.3186
KNQA,Millington Regional Jetport,35.3567,-89.8703
KNQI,NAS Kingsville,27.5072,-97.8097
KNQX,NAS Key West (Boca Chica Field),24.5758,-81.6889
KNRB,NS Mayport (Admiral David L. McDonald Field),30.3911,-81.4247
KNRC,NASA Crows Landing Airport,37.408,-121.109
KNRS,NOLF Imperial Beach (Ream Field),32.5667,-117.117
KNSE,NAS Whiting Field - North,30.7242,-87.0219
KNTD,NAS Point Mugu (Naval Base Ventura County),34.1203,-119.121
KNTU,NAS Oceana (Apollo Soucek Field),36.8207,-76.0335
KNUN,NOLF Saufley Field,30.4694,-87.3381
KNUQ,Moffett Federal Airfield,37.4161,-122.049
KNUW,NAS Whidbey Island (Ault Field),48.3518,-122.656
KNVD,Nevada Municipal Airport,37.853,-94.3045
KNYG,MCAF Quantico (Turner Field),38.5017,-77.3053
KNYL,Yuma International Airport / MCAS Yuma,32.6566,-114.606
KNZY,NAS North Island (Halsey Field),32.6992,-117.215
KOAJ,Albert J. Ellis Airport,34.8292,-77.6121
KOAK,Oakland International Airport,37.7213,-122.221
KOAR,Marina Municipal Airport,36.6819,-121.762
KOBE,Okeechobee County Airport,27.2628,-80.8498
KOCF,Ocala International Airport (Jim Taylor Field),29.1726,-82.2242
KOCH,A.L. Mangham Jr. Regional Airport,31.578,-94.7095
KOCW,Washington-Warren Airport (Warren Field),35.5705,-77.0498
KOEO,L.O. Simenstad Municipal Airport,45.31,-92.6919
KOFF,Offutt Air Force Base,41.1183,-95.9125
KOFK,Norfolk Regional Airport (Karl Stefan Memorial Field),41.9855,-97.4351
KOGA,Searle Field,41.1195,-101.77
KOGB,Orangeburg Municipal Airport,33.4568,-80.8595
KOGD,Ogden-Hinckley Airport,41.1959,-112.012
KOGS,Ogdensburg International Airport,44.6819,-75.4655
KOIC,Lt. Warren Eaton Airport,42.5666,-75.5241
KOJC,Johnson County Executive Airport,38.8476,-94.7376
KOKB,Oceanside Municipal Airport,33.2173,-117.354
KOKC,Will Rogers World Airport,35.3931,-97.6007
KOKH,A.J. Eisenberg Airport,48.2515,-122.674
KOKK,Kokomo Municipal Airport,40.5282,-86.059
KOKM,Okmulgee Regional Airport,35.6681,-95.9487
KOKS,Garden County Airport,41.401,-102.355
KOKV,Winchester Regional Airport,39.1435,-78.1444
KOLD,Old Town Municipal Airport and Seaplane Base (Dewitt Field),44.9528,-68.6743
KOLE,Cattaraugus County-Olean Airport,42.2422,-78.3716
KOLF,L. M. Clayton Airport,48.0945,-105.575
KOLM,Olympia Regional Airport,46.9694,-122.903
KOLS,Nogales International Airport,31.4177,-110.848
KOLU,Columbus Municipal Airport,41.448,-97.3426
KOLV,Olive Branch Airport,34.9787,-89.7869
KOLY,Olney-Noble Airport,38.7207,-88.1749
KOMA,Eppley Airfield,41.3032,-95.8941
KOMK,Omak Airport,48.4644,-119.518
KONA,Winona Municipal Airport (Max Conrad Field),44.0772,-91.7083
KONL,O'Neill Municipal Airport (John L. Baker Field),42.4699,-98.6881
KONM,Socorro Municipal Airport,34.024,-106.898
KONO,Ontario Municipal Airport,44.0205,-117.014
KONP,Newport Municipal Airport,44.5804,-124.058
KONT,Ontario International Airport,34.056,-117.601
KONY,Olney Municipal Airport,33.3522,-98.7915
KOOA,Oskaloosa Municipal Airport,41.0048,-93.3096
KOPF,Miami-Opa Locka Executive Airport,25.907,-80.2784
KOPL,St. Landry Parish Airport (Ahart Field),30.5584,-92.0994
KOQU,Quonset State Airport,41.5971,-71.4121
KORD,Chicago O'Hare International Airport,41.9786,-87.9047
KORF,Norfolk International Airport,36.8946,-76.2012
KORH,Worcester Regional Airport,42.2673,-71.8757
KORI,Port Lions Airport,57.8853,-152.846
KORL,Orlando Executive Airport,28.5455,-81.3329
KORS,Orcas Island Airport,48.7082,-122.91
KOSA,Mount Pleasant Regional Airport,32.8981,-79.7828
KOSC,Oscoda-Wurtsmith Airport,44.4516,-83.3941
KOSH,Wittman Regional Airport,43.9844,-88.557
KOSU,Ohio State University Airport,40.0798,-83.073
KOSX,Kosciusko-Attala County Airport,33.09,-89.5409
KOTG,Worthington Municipal Airport,43.6559,-95.584
KOTH,Southwest Oregon Regional Airport,43.4171,-124.246
KOTM,Ottumwa Regional Airport,41.1066,-92.4479
KOUN,University of Oklahoma Westheimer Airport (Max Westheimer Airport),35.2456,-97.4721
KOVE,Oroville Municipal Airport,39.4878,-121.622
KOWA,Owatonna Degner Regional Airport,44.1234,-93.2606
KOWB,Owensboro-Daviess County Airport,37.7401,-87.1668
KOWD,Norwood Memorial Airport,42.1905,-71.1729
KOWK,Central Maine Airport of Norridgewock,44.7155,-69.8665
KOXB,Ocean City Municipal Airport,38.3104,-75.124
KOXC,Waterbury-Oxford Airport,41.4786,-73.1352
KOXD,Miami University Airport,39.5023,-84.7844
KOXR,Oxnard Airport,34.2008,-119.207
KOYM,St. Marys Municipal Airport,41.4125,-78.5026
KOZA,Ozona Municipal Airport,30.7353,-101.203
KOZR,Cairns Army Airfield,31.2757,-85.7134
KPAE,Paine Field (Snohomish County Airport),47.9063,-122.282
KPAH,Barkley Regional Airport,37.0608,-88.7738
KPAM,Tyndall Air Force Base,30.0696,-85.5754
KPAN,Payson Airport,34.2568,-111.339
KPAO,Palo Alto Airport (Santa Clara County Airport),37.4611,-122.115
KPBF,Grider Field,34.1731,-91.9356
KPBG,Plattsburgh International Airport,44.6509,-73.4681
KPBI,Palm Beach International Airport,26.6832,-80.0956
KPBX,Pike County Airport,37.5618,-82.5664
KPDC,Prairie du Chien Municipal Airport,43.0193,-91.1237
KPDK,DeKalb-Peachtree Airport,33.8756,-84.302
KPDT,Eastern Oregon Regional Airport,45.6951,-118.841
KPDX,Portland International Airport,45.5887,-122.598
KPEQ,Pecos Municipal Airport,31.3824,-103.511
KPFC,Pacific City State Airport,45.1998,-123.962
KPGA,Page Municipal Airport,36.9261,-111.448
KPGD,Punta Gorda Airport,26.9202,-81.9905
KPGR,Kirk Field,36.0629,-90.5078
KPGV,Pitt-Greenville Airport,35.6352,-77.3853
KPHD,Harry Clever Field,40.4709,-81.4197
KPHF,Newport News/Williamsburg International Airport,37.1319,-76.493
KPHH,Robert F. Swinnie Airport,33.4517,-79.5262
KPHK,Palm Beach County Glades Airport,26.785,-80.6934
KPHL,Philadelphia International Airport,39.8719,-75.2411
KPHN,St. Clair County International Airport,42.911,-82.5289
KPHP,Philip Airport,44.0486,-101.599
KPHT,Henry County Airport,36.3382,-88.3829
KPHX,Phoenix Sky Harbor International Airport,33.4343,-112.012
KPIA,General Wayne A. Downing Peoria International Airport,40.6642,-89.6933
KPIB,Hattiesburg-Laurel Regional Airport,31.4671,-89.3371
KPIE,St. Pete-Clearwater International Airport,27.9102,-82.6874
KPIH,Pocatello Regional Airport,42.9098,-112.596
KPIM,Harris County Airport,32.8407,-84.8824
KPIR,Pierre Regional Airport,44.3827,-100.286
KPIT,Pittsburgh International Airport,40.4915,-80.2329
KPKB,Mid-Ohio Valley Regional Airport,39.3451,-81.4392
KPKD,Park Rapids Municipal Airport (Konshok Field),46.9006,-95.0731
KPKF,Park Falls Municipal Airport,45.955,-90.4244
KPLK,M. Graham Clark Downtown Airport,36.6259,-93.2289
KPLN,Pellston Regional Airport (Emmet County),45.5709,-84.7967
KPLR,St. Clair County Airport,33.5588,-86.2491
KPMB,Pembina Municipal Airport,48.9425,-97.2408
KPMD,Palmdale Regional Airport,34.6294,-118.085
KPMH,Greater Portsmouth Regional Airport,38.8405,-82.8473
KPMP,Pompano Beach Airpark,26.2471,-80.1111
KPNA,Ralph Wenz Field,42.7955,-109.807
KPNC,Ponca City Regional Airport,36.732,-97.0998
KPNE,Northeast Philadelphia Airport,40.0819,-75.0106
KPNN,Princeton Municipal Airport,45.2007,-67.5644
KPNS,Pensacola International Airport,30.4734,-87.1866
KPOB,Pope Field (Pope AFB),35.1709,-79.0145
KPOC,Brackett Field,34.0916,-117.782
KPOE,Polk Army Airfield,31.0448,-93.1917
KPOF,Poplar Bluff Municipal Airport,36.7739,-90.3249
KPOH,Pocahontas Municipal Airport,36.2456,-90.9553
KPOU,Dutchess County Airport,41.6266,-73.8842
KPOY,Powell Municipal Airport,44.8672,-108.793
KPPA,Perry Lefors Field,35.613,-100.996
KPPF,Tri-City Airport,37.3299,-95.5062
KPPO,La Porte Municipal Airport,41.5725,-86.7345
KPQI,Northern Maine Regional Airport at Presque Isle,46.689,-68.0448
KPQL,Trent Lott International Airport,30.4628,-88.5292
KPRB,Paso Robles Municipal Airport,35.6729,-120.627
KPRC,Ernest A. Love Field,34.6545,-112.42
KPRO,Perry Municipal Airport,41.828,-94.1599
KPRX,Cox Field,33.6366,-95.4508
KPSB,Mid-State Regional Airport,40.8835,-78.0863
KPSC,Tri-Cities Airport,46.2647,-119.119
KPSF,Pittsfield Municipal Airport,42.4268,-73.2929
KPSK,New River Valley Airport,37.1373,-80.6785
KPSM,Portsmouth International Airport at Pease,43.0779,-70.8233
KPSN,Palestine Municipal Airport,31.7797,-95.7063
KPSO,Stevens Field,37.2863,-107.056
KPSP,Palm Springs International Airport,33.8297,-116.507
KPSX,Palacios Municipal Airport,28.7275,-96.251
KPTB,Dinwiddie County Airport,37.1838,-77.5074
KPTK,Oakland County International Airport,42.6655,-83.4201
KPTN,Harry P. Williams Memorial Airport,29.7095,-91.339
KPTS,Atkinson Municipal Airport,37.4478,-94.7311
KPTT,Pratt Regional Airport,37.7016,-98.7469
KPTV,Porterville Municipal Airport,36.0296,-119.063
KPTW,Heritage Field,40.2396,-75.5567
KPUB,Pueblo Memorial Airport,38.2891,-104.497
KPUC,Carbon County Regional Airport,39.6139,-110.751
KPUW,Pullman-Moscow Regional Airport,46.7439,-117.11
KPVC,Provincetown Municipal Airport,42.0719,-70.2214
KPVD,Theodore Francis Green State Airport,41.7326,-71.4204
KPVF,Placerville Airport,38.7242,-120.753
KPVU,Provo Municipal Airport,40.2192,-111.723
KPVW,Hale County Airport,34.1681,-101.717
KPWA,Wiley Post Airport,35.5342,-97.6471
KPWD,Sher-Wood Airport,48.7903,-104.534
KPWM,Portland International Jetport,43.6462,-70.3093
KPWT,Bremerton National Airport,47.4902,-122.765
KPYM,Plymouth Municipal Airport,41.909,-70.7288
KRAC,John H. Batten Airport,42.7606,-87.8152
KRAL,Riverside Municipal Airport,33.9519,-117.445
KRAP,Rapid City Regional Airport,44.0453,-103.057
KRBD,Dallas Executive Airport,32.6809,-96.8682
KRBG,Roseburg Regional Airport,43.2388,-123.356
KRBL,Red Bluff Municipal Airport,40.1507,-122.252
KRBW,Lowcountry Regional Airport,32.921,-80.6406
KRCA,Ellsworth Air Force Base,44.145,-103.104
KRCK,H. H. Coffield Regional Airport,30.6316,-96.9897
KRCR,Fulton County Airport,41.0656,-86.1817
KRCT,Nartron Field,43.9,-85.5167
KRDD,Redding Municipal Airport,40.509,-122.293
KRDG,Reading Regional Airport (Carl A. Spaatz Field),40.3785,-75.9652
KRDM,Roberts Field,44.2541,-121.15
KRDR,Grand Forks Air Force Base,47.9611,-97.4012
KRDU,Raleigh-Durham International Airport,35.8776,-78.7875
KREO,Rome State Airport,42.5777,-117.885
KRFD,Chicago Rockford International Airport,42.1953,-89.0972
KRFG,Rooke Field,28.2886,-97.318
KRHI,Rhinelander-Oneida County Airport,45.6312,-89.4675
KRHV,Reid-Hillview Airport of Santa Clara County,37.3329,-121.819
KRIC,Richmond International Airport,37.5052,-77.3197
KRID,Richmond Municipal Airport,39.7572,-84.8428
KRIF,Richfield Municipal Airport,38.7364,-112.099
KRIL,Garfield County Regional Airport,39.5263,-107.727
KRIR,Flabob Airport,33.9897,-117.411
KRIV,March Air Reserve Base,33.8807,-117.259
KRIW,Central Wyoming Regional Airport,43.0642,-108.46
KRKD,Knox County Regional Airport,44.0601,-69.0992
KRKP,Aransas County Airport,28.0868,-97.0446
KRKR,Robert S. Kerr Airport,35.0216,-94.6213
KRKS,Southwest Wyoming Regional Airport,41.5942,-109.065
KRKW,Rockwood Municipal Airport,35.9223,-84.6897
KRLD,Richland Airport,46.3056,-119.304
KRME,Griffiss International Airport,43.2338,-75.407
KRMG,Richard B. Russell Airport,34.3506,-85.158
KRNC,Warren County Memorial Airport,35.6987,-85.8438
KRND,Randolph Air Force Base,29.5297,-98.2789
KRNH,New Richmond Regional Airport,45.1483,-92.5381
KRNO,Reno-Tahoe International Airport,39.4991,-119.768
KRNT,Renton Municipal Airport,47.4931,-122.216
KROA,Roanoke-Blacksburg Regional Airport (Woodrum Field),37.3255,-79.9754
KROC,Greater Rochester International Airport,43.1189,-77.6724
KROG,Rogers Municipal Airport (Carter Field),36.3723,-94.1069
KROW,Roswell International Air Center,33.3016,-104.531
KROX,Roseau Municipal Airport (Rudy Billberg Field),48.856,-95.697
KRPD,Rice Lake Regional Airport (Carl's Field),45.419,-91.7735
KRPX,Roundup Airport,46.4751,-108.541
KRQB,Roben-Hood Airport,43.7226,-85.5041
KRRL,Merrill Municipal Airport,45.1989,-89.7129
KRRT,Warroad International Memorial Airport (Swede Carlson Field),48.9414,-95.3484
KRSL,Russell Municipal Airport,38.8721,-98.8118
KRSN,Ruston Regional Airport,32.5144,-92.5917
KRST,Rochester International Airport,43.9083,-92.5
KRSW,Southwest Florida International Airport,26.5362,-81.7552
KRTN,Raton Municipal Airport (Crews Field),36.7415,-104.502
KRUQ,Rowan County Airport,35.6459,-80.5203
KRUT,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496
KRVL,Mifflin County Airport,40.6774,-77.6268
KRVS,Richard Lloyd Jones Jr. Airport,36.0396,-95.9846
KRWF,Redwood Falls Municipal Airport,44.5472,-95.0823
KRWI,Rocky Mount-Wilson Regional Airport,35.8563,-77.8919
KRWL,Rawlins Municipal Airport (Harvey Field),41.8056,-107.2
KRXE,Rexburg-Madison County Airport,43.8339,-111.805
KRZL,Jasper County Airport,40.9479,-87.1826
KRZZ,Halifax County Airport,36.4395,-77.7093
KSAA,Shively Field,41.4449,-106.824
KSAC,Sacramento Executive Airport,38.5125,-121.493
KSAD,Safford Regional Airport,32.8548,-109.635
KSAF,Santa Fe Municipal Airport,35.6171,-106.089
KSAN,San Diego International Airport,32.7336,-117.19
